GeneName,Genbank_ID,Member_class,COG_ID,old_functional_class,functional_class,funclass_name,arCOG_ID,arcog_name
VNG2159Gm,16554511,2,COG0836,M,M,Cell wall/membrane/envelope biogenesis ,arCOG02427,Mannose-1-phosphate guanylyltransferase fused to cupin domain
VNG2377G,15791168,4,COG1277,R,R,General function prediction only ,arCOG02438,"ABC-type transport system involved in multi-copper enzyme maturation, permease component "
VNG0698H,15789881,NA,,R,,NA,arCOG02452,KaiC-like protein
VNG0339H,15789607,NA,,R,,NA,arCOG02452,KaiC-like protein
VNG0609C,15789813,NA,,R,,NA,arCOG02452,KaiC-like protein
VNG2569H,15791313,NA,,NA,,NA,arCOG02452/2,NA
VNG2400H,15791187,2,COG0467,T,T,Signal transduction mechanisms ,arCOG02453,Predicted RecA-superfamily ATPase
VNG2143G,15790977,NA,,NA,,NA,arCOG02455/3,NA
VNG2141G,15790975,3,COG1527,C,C,Energy production and conversion ,arCOG02459,Archaeal/vacuolar-type H+-ATPase subunit C 
VNG0740C,15789913,4,COG1878,E,R,General function prediction only ,arCOG02462,Kynurenine formamidase
VNG0633G,15789832,3,COG0041,F,F,Nucleotide transport and metabolism ,arCOG02464,Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase 
VNG1366H,15790391,1,COG3277,J,J,Translation; ribosomal structure and biogenesis ,arCOG02466,RNA-binding protein involved in rRNA processing 
VNG0483C,15789715,2,COG2834,M,M,Cell wall/membrane/envelope biogenesis ,arCOG02470,Outer membrane lipoprotein-sorting protein 
VNG1094H,15790187,2,COG2834,M,M,Cell wall/membrane/envelope biogenesis ,arCOG02470,Outer membrane lipoprotein-sorting protein 
VNG0507C,15789735,4,COG4801,R,R,General function prediction only ,arCOG02471,Predicted acyltransferase 
VNG1564H,15790539,4,COG1520,S,S,Function unknown ,arCOG02490,WD40-like repeat 
VNG1323C,15790359,NA,,NA,,NA,arCOG02545/1,NA
VNG6297C,16120210,4,COG1520,S,S,Function unknown ,arCOG02556,WD40-like repeat 
VNG6189H,16120133,4,COG1520,S,S,Function unknown ,arCOG02556,WD40-like repeat 
VNG1544G,15790525,3,COG0038,P,P,Inorganic ion transport and metabolism ,arCOG02569,Chloride channel protein EriC 
VNG0289H,15789571,4,COG0727,R,R,General function prediction only ,arCOG02579,Predicted Fe-S-cluster oxidoreductase 
VNG2036G,15790893,2,COG0784,T,T,Signal transduction mechanisms ,arCOG02599,Rec domain 
VNG0735G,15789909,2,COG0784,T,T,Signal transduction mechanisms ,arCOG02601,Rec domain 
VNG0917G,15790045,2,COG0784,T,T,Signal transduction mechanisms ,arCOG02601,Rec domain 
VNG2115H,15790951,2,COG0695,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02606,Glutaredoxin
VNG1012H,15790123,2,COG0695,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02608,Glutaredoxin
VNG1546H,15790527,2,COG0695,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02608,Glutaredoxin
VNG2310H,15791116,2,COG0695,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02609,Glutaredoxin
VNG0340C,15789608,4,COG1354,L,S,Function unknown ,arCOG02610,Rec8/ScpA/Scc1-like protein (kleisin family)
VNG0320H,15789594,4,COG3398,K,S,Function unknown ,arCOG02611,"Predicted transcriptional regulator, containd two HTH domains"
VNG0110C,15789432,4,COG1451,R,R,General function prediction only ,arCOG02625,Predicted metal-dependent hydrolase 
VNG0107G,15789430,2,COG0732,V,V,Defense mechanisms ,arCOG02626,Restriction endonuclease S subunit 
VNG0106G,15789429,2,COG0286,V,V,Defense mechanisms ,arCOG02632,Type I restriction-modification system methyltransferase subunit 
VNG6136H,16120088,2,COG1002,V,V,Defense mechanisms ,arCOG02635,"Type II restriction enzyme, methylase subunit "
VNG5139C,10803644,2,COG1002,V,V,Defense mechanisms ,arCOG02635,"Type II restriction enzyme, methylase subunit "
VNG5139C,10803644,NA,,NA,,NA,arCOG02635/3,NA
VNG6136H,16120088,NA,,NA,,NA,arCOG02635/3,NA
VNG1428G,15790438,4,COG0628,R,R,General function prediction only ,arCOG02642,"Predicted permease, member of the PurR regulon"
VNG0726C,15789901,1,COG1309,K,K,Transcription ,arCOG02646,"Transcriptional regulator, TetR/AcrR family"
VNG2675C,15791395,1,COG1309,K,K,Transcription ,arCOG02646,"Transcriptional regulator, TetR/AcrR family"
VNG1726G,15790660,4,COG1422,U,S,Function unknown ,arCOG02673,"OxaA/SpoJ/YigC translocase/secretase, sec-independent itegration of nascent memrane proteins into membrane"
VNG0834C,15789984,4,COG1422,U,S,Function unknown ,arCOG02673,"OxaA/SpoJ/YigC translocase/secretase, sec-independent itegration of nascent memrane proteins into membrane"
VNG1686G,15790629,3,COG3252,H,H,Coenzyme transport and metabolism ,arCOG02675,Methenyltetrahydromethanopterin cyclohydrolase 
VNG2284G,15791094,3,COG0139,E,E,Amino acid transport and metabolism ,arCOG02676,Phosphoribosyl-AMP cyclohydrolase 
VNG2596G,15791333,3,COG0140,E,E,Amino acid transport and metabolism ,arCOG02677,Phosphoribosyl-ATP pyrophosphohydrolase 
VNG0094C,15789419,4,COG1326,R,R,General function prediction only ,arCOG02680,Uncharacterized archaeal Zn-finger protein 
VNG0801C,15789960,NA,,NA,,NA,arCOG02694/3,NA
VNG0623G,15789823,3,COG4799,I,I,Lipid transport and metabolism ,arCOG02705,"Acetyl-CoA carboxylase, carboxyltransferase component"
VNG1529G,15790513,3,COG4799,I,I,Lipid transport and metabolism ,arCOG02705,"Acetyl-CoA carboxylase, carboxyltransferase component"
VNG0478C,15789711,3,COG0346,E,E,Amino acid transport and metabolism ,arCOG02706,Lactoylglutathione lyase or related enzyme
VNG1114G,15790201,3,COG0346,E,E,Amino acid transport and metabolism ,arCOG02708,Lactoylglutathione lyase or related enzyme
VNG2586C,15791326,4,COG1478,H,S,Function unknown ,arCOG02714,"F(420)-0:gamma-glutamyl ligase, F420 coenzyme biosynthesis enzyme"
VNG6053G,16120023,3,COG1271,C,C,Energy production and conversion ,arCOG02721,"Cytochrome bd-type quinol oxidase, subunit 1 "
VNG6473G,16120339,3,COG1271,C,C,Energy production and conversion ,arCOG02721,"Cytochrome bd-type quinol oxidase, subunit 1 "
VNG5055G,10803717,3,COG1271,C,C,Energy production and conversion ,arCOG02721,"Cytochrome bd-type quinol oxidase, subunit 1 "
VNG5055G,10803586,3,COG1271,C,C,Energy production and conversion ,arCOG02721,"Cytochrome bd-type quinol oxidase, subunit 1 "
VNG1397C,15790414,4,COG2170,H,S,Function unknown ,arCOG02722,Glutamate-cysteine ligase family 2(GCS2)
VNG0306C,15789581,1,COG0350,L,L,Replication; recombination and repair ,arCOG02724,Methylated DNA-protein cysteine methyltransferase 
VNG0870G,15790010,NA,,NA,,NA,arCOG02726/1,NA
VNG0715G,15789892,3,COG0422,H,H,Coenzyme transport and metabolism ,arCOG02741,Thiamine biosynthesis protein ThiC 
VNG0222C,15789524,4,COG1721,R,R,General function prediction only ,arCOG02742,"Uncharacterized conserved protein, DUF58 family, contains vWF domain"
VNG5156H,10803659,1,COG1378,K,K,Transcription ,arCOG02749,Predicted transcriptional regulator
VNG0039H,15789374,1,COG1378,K,K,Transcription ,arCOG02749,Predicted transcriptional regulator
VNG0016H,15789352,NA,,K,,NA,arCOG02750,"Predicted transcriptional regulator, HTH"
VNG5255H,10803722,1,COG3039,L,L,Replication; recombination and repair ,arCOG02751,"Transposase, IS5 family "
VNG6486H,16120349,1,COG3039,L,L,Replication; recombination and repair ,arCOG02751,"Transposase, IS5 family "
VNG5042H,10803581,1,COG3039,L,L,Replication; recombination and repair ,arCOG02751,"Transposase, IS5 family "
VNG6040H,16120013,1,COG3039,L,L,Replication; recombination and repair ,arCOG02751,"Transposase, IS5 family "
VNG0035H,15789371,NA,,NA,,NA,arCOG02751/1,NA
VNG0035H,15789371,NA,,NA,,NA,arCOG02753/1,NA
VNG5001H,10803548,1,COG4190,K,K,Transcription ,arCOG02756,Predicted transcriptional regulator 
VNG0040C,15789375,1,COG4190,K,K,Transcription ,arCOG02756,Predicted transcriptional regulator 
VNG6001H,16119980,1,COG4190,K,K,Transcription ,arCOG02756,Predicted transcriptional regulator 
VNG6182H,16120126,1,COG1943,L,L,Replication; recombination and repair ,arCOG02759,Transposase
VNG0043H,15789378,1,COG1943,L,L,Replication; recombination and repair ,arCOG02759,Transposase
VNG2653C,15791381,1,COG1943,L,L,Replication; recombination and repair ,arCOG02759,Transposase
VNG0285C,15789568,1,COG1943,L,L,Replication; recombination and repair ,arCOG02759,Transposase
VNG0144H,15789460,4,COG3439,S,S,Function unknown ,arCOG02761,Uncharacterized conserved protein 
VNG0700G,15789882,NA,,NA,,NA,arCOG02763/1,NA
VNG2581H,15791322,3,COG2608,P,P,Inorganic ion transport and metabolism ,arCOG02764,Copper-ion-binding protein  
VNG0702H,15789883,3,COG2608,P,P,Inorganic ion transport and metabolism ,arCOG02764,Copper-ion-binding protein  
VNG0354C,15789617,4,COG1266,R,R,General function prediction only ,arCOG02766,"Metal-dependent membrane protease, CAAX family"
VNG1993H,15790861,4,COG1266,R,R,General function prediction only ,arCOG02767,"Metal-dependent membrane protease, CAAX family"
VNG0913H,15790041,NA,,S,,NA,arCOG02771,Uncharacterized conserved protein
VNG6397H,16120285,NA,,K,,NA,arCOG02773,HTH-domain containing transcriptional regulator
VNG0075H,15789407,NA,,NA,,NA,arCOG02773/2,NA
VNG5119H,10803630,NA,,K,,NA,arCOG02774,HTH-domain containing transcriptional regulator
VNG6116H,16120071,NA,,K,,NA,arCOG02774,HTH-domain containing transcriptional regulator
VNG6402H,16120288,1,COG0640,K,K,Transcription ,arCOG02775,"Transcriptional regulator containing HTH domain, ArsR family "
VNG6357H,16120256,1,COG0640,K,K,Transcription ,arCOG02775,"Transcriptional regulator containing HTH domain, ArsR family "
VNG0034H,15789370,NA,,NA,,NA,arCOG02776/2,NA
VNG6371G,16120267,2,COG1715,V,V,Defense mechanisms ,arCOG02777,Restriction endonuclease 
VNG6095C,16120057,4,COG2135,S,S,Function unknown ,arCOG02783,Uncharacterized conserved protein 
VNG5098C,10803619,4,COG2135,S,S,Function unknown ,arCOG02783,Uncharacterized conserved protein 
VNG0686C,15789874,4,COG2135,S,S,Function unknown ,arCOG02784,Uncharacterized conserved protein 
VNG0061C,15789395,3,COG3119,P,P,Inorganic ion transport and metabolism ,arCOG02785,Arylsulfatase A or related enzyme 
VNG1057C,15790157,3,COG3119,P,P,Inorganic ion transport and metabolism ,arCOG02785,Arylsulfatase A or related enzyme 
VNG1337C,15790369,3,COG3119,P,P,Inorganic ion transport and metabolism ,arCOG02788,Arylsulfatase A or related enzyme 
VNG0574C,15789785,4,COG4746,S,S,Function unknown ,arCOG02797,Uncharacterized conserved protein 
VNG6318G,16120226,1,COG1414,K,K,Transcription ,arCOG02798,Transcriptional regulator (IclR family)
VNG6335H,16120240,NA,,S,,NA,arCOG02801,Uncharacterized conserved protein
VNG6226H,16120162,NA,,S,,NA,arCOG02802,Uncharacterized conserved protein
VNG6319H,16120227,NA,,S,,NA,arCOG02803,Uncharacterized conserved protein
VNG6171H,16120117,NA,,S,,NA,arCOG02804,Uncharacterized conserved protein
VNG2116C,15790952,4,COG2252,F,R,General function prediction only ,arCOG02807,Xanthine/uracil/vitamin C permease
VNG2563H,15791309,1,COG4742,K,K,Transcription ,arCOG02808,Predicted transcriptional regulator 
VNG0688H,15789875,NA,,S,,NA,arCOG02809,Uncharacterized conserved protein
VNG1764G,15790684,4,COG5524,R,R,General function prediction only ,arCOG02810,Bacteriorhodopsin 
VNG0180G,15789491,4,COG5524,R,R,General function prediction only ,arCOG02811,Bacteriorhodopsin 
VNG1467G,15790468,4,COG5524,R,R,General function prediction only ,arCOG02812,Bacteriorhodopsin 
VNG1660G,15790610,4,COG5524,R,R,General function prediction only ,arCOG02813,Bacteriorhodopsin 
VNG0422G,15789667,3,COG2124,Q,Q,Secondary metabolites biosynthesis; transport and catabolism ,arCOG02814,Cytochrome P450 
VNG1404G,15790420,2,COG0229,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02815,Conserved domain frequently associated with peptide methionine sulfoxide reductase 
VNG1180G,15790251,2,COG0225,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02816,Peptide methionine sulfoxide reductase 
VNG0412G,15789660,3,COG0285,H,H,Coenzyme transport and metabolism ,arCOG02817,Folylpolyglutamate synthase and Dihydropteroate synthase
VNG0414G,15789661,3,COG0138,F,F,Nucleotide transport and metabolism ,arCOG02824,AICAR transformylase/IMP cyclohydrolase PurH
VNG1946G,15790826,3,COG0788,F,F,Nucleotide transport and metabolism ,arCOG02826,Formyltetrahydrofolate hydrolase 
VNG0359C,15789620,NA,,S,,NA,arCOG02827,Uncharacterized conserved protein
VNG1839H,15790742,4,COG3367,R,S,Function unknown ,arCOG02828,NAD dependent epimerase/dehydratase family
VNG1270H,15790320,NA,,S,,NA,arCOG02829,Uncharacterized conserved protein
VNG1538H,15790520,NA,,S,,NA,arCOG02829,Uncharacterized conserved protein
VNG1450G,15790452,3,COG0737,F,F,Nucleotide transport and metabolism ,arCOG02832,"5'-nucleotidase/2',3'-cyclic phosphodiesterase or related esterase"
VNG1408G,15790423,NA,,NA,,NA,arCOG02832/1,NA
VNG0226G,15789526,2,COG0265,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02833,Serine protease Do (heat-shock protein)
VNG2019C,15790880,NA,,NA,,NA,arCOG02834/3,NA
VNG1681C,15790626,4,COG2324,S,S,Function unknown ,arCOG02835,Uncharacterized conserved membrane protein 
VNG0705C,15789886,4,COG3046,R,R,General function prediction only ,arCOG02839,Uncharacterized protein related to deoxyribodipyrimidine photolyase 
VNG1754G,15790677,1,COG0415,L,L,Replication; recombination and repair ,arCOG02840,Deoxyribodipyrimidine photolyase 
VNG1335G,15790367,1,COG0415,L,L,Replication; recombination and repair ,arCOG02840,Deoxyribodipyrimidine photolyase 
VNG0123G,15789442,2,COG1132,V,V,Defense mechanisms ,arCOG02841,"ABC-type multidrug transport system, ATPase and permease component "
VNG0438G,15789681,3,COG0633,C,C,Energy production and conversion ,arCOG02842,Ferredoxin 
VNG2555C,15791304,3,COG0633,C,C,Energy production and conversion ,arCOG02843,Ferredoxin 
VNG2293G,15791102,3,COG0633,C,C,Energy production and conversion ,arCOG02844,Ferredoxin 
VNG2132G,16554510,3,COG0633,C,C,Energy production and conversion ,arCOG02845,DnaJ-like chaperone fused to ferredoxin 
VNG2132Gm,16554510,3,COG0633,C,C,Energy production and conversion ,arCOG02845,DnaJ-like chaperone fused to ferredoxin 
VNG0489G,15789721,2,COG0484,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02846,DnaJ-class molecular chaperone
VNG1675H,15790621,2,COG2214,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02848,DnaJ-class molecular chaperone 
VNG0365G,15789625,3,COG0003,P,P,Inorganic ion transport and metabolism ,arCOG02849,Oxyanion-translocating ATPase 
VNG5180G,10803670,3,COG0003,P,P,Inorganic ion transport and metabolism ,arCOG02849,Oxyanion-translocating ATPase 
VNG0388C,15789641,NA,COG2146,P,PR,NA,arCOG02851,Ferredoxin subunit of nitrite reductase or ring-hydroxylating dioxygenase 
VNG0841G,15789990,3,COG0288,P,P,Inorganic ion transport and metabolism ,arCOG02860,Carbonic anhydrase 
VNG2413H,15791196,4,COG2259,S,S,Function unknown ,arCOG02861,"Predicted membrane protein, DoxD family"
VNG1492C,15790488,4,COG2322,S,S,Function unknown ,arCOG02864,Predicted membrane protein 
VNG0671H,15789861,4,COG2322,S,S,Function unknown ,arCOG02865,Predicted membrane protein 
VNG2014H,15790877,NA,,S,,NA,arCOG02866,Uncharacterized conserved protein
VNG0768H,15789937,NA,,S,,NA,arCOG02866,Uncharacterized conserved protein
VNG0319H,15789593,NA,,S,,NA,arCOG02867,Uncharacterized conserved protein
VNG2282C,15791092,2,COG1651,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG02868,Protein-disulfide isomerase 
VNG0170C,16554459,3,COG2761,Q,Q,Secondary metabolites biosynthesis; transport and catabolism ,arCOG02869,Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis 
VNG0170Cm,16554459,3,COG2761,Q,Q,Secondary metabolites biosynthesis; transport and catabolism ,arCOG02869,Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis 
VNG0759H,15789929,NA,,S,,NA,arCOG02874,Uncharacterized conserved protein
VNG2257G,15791073,3,COG0530,P,P,Inorganic ion transport and metabolism ,arCOG02881,Ca2+/Na+ antiporter 
VNG0380G,15789635,3,COG0530,P,P,Inorganic ion transport and metabolism ,arCOG02881,Ca2+/Na+ antiporter 
VNG1410H,15790425,NA,,NA,,NA,arCOG02882/2,NA
VNG2106G,15790945,4,COG3608,R,R,General function prediction only ,arCOG02890,Predicted deacylase 
VNG0749G,15789920,2,COG2766,T,T,Signal transduction mechanisms ,arCOG02891,Predicted Ser/Thr protein kinase 
VNG0748G,15789919,2,COG2766,T,T,Signal transduction mechanisms ,arCOG02892,Predicted Ser/Thr protein kinase 
VNG0959H,15790078,NA,,S,,NA,arCOG02894,Uncharacterized conserved protein
VNG2270G,15791082,1,COG1193,L,L,Replication; recombination and repair ,arCOG02895,"DNA structure-specific ATPase involved in suppression of recombination, MutS family"
VNG0163G,15789477,1,COG0249,L,L,Replication; recombination and repair ,arCOG02896,Mismatch repair ATPase (MutS family) 
VNG0172G,15789484,1,COG0249,L,L,Replication; recombination and repair ,arCOG02897,Mismatch repair ATPase (MutS family) 
VNG1463G,15790464,NA,,R,,NA,arCOG02898,Polyketide cyclase/dehydrase family protein involved in binding/transport of lipids
VNG0742H,15789915,2,COG4250,T,T,Signal transduction mechanisms ,arCOG02909,Predicted sensor protein/domain 
VNG0204H,15789508,NA,,S,,NA,arCOG02911,Uncharacterized conserved membrane protein
VNG0786G,15789948,3,COG3794,C,C,Energy production and conversion ,arCOG02917,Plastocyanin 
VNG0795G,15789955,3,COG3794,C,C,Energy production and conversion ,arCOG02918,Plastocyanin 
VNG0249G,15789542,NA,,NA,,NA,arCOG02919/1,NA
VNG0573C,15789784,3,COG3794,C,C,Energy production and conversion ,arCOG02920,Plastocyanin 
VNG0586C,15789795,3,COG3794,C,C,Energy production and conversion ,arCOG02920,Plastocyanin 
VNG1637G,15790590,NA,,NA,,NA,arCOG02921/1,NA
VNG2196G,15791024,NA,,NA,,NA,arCOG02921/1,NA
VNG1188G,15790258,NA,,NA,,NA,arCOG02921/1,NA
VNG1637G,15790590,NA,,NA,,NA,arCOG02921/3,NA
VNG0680G,15789869,3,COG1562,I,I,Lipid transport and metabolism ,arCOG02936,Phytoene/squalene synthetase 
VNG1680G,15790625,3,COG1562,I,I,Lipid transport and metabolism ,arCOG02936,Phytoene/squalene synthetase 
VNG1458G,15790460,3,COG1562,I,I,Lipid transport and metabolism ,arCOG02936,Phytoene/squalene synthetase 
VNG0593G,15789800,3,COG3407,I,I,Lipid transport and metabolism ,arCOG02937,Mevalonate pyrophosphate decarboxylase 
VNG1773G,15790693,3,COG2154,H,H,Coenzyme transport and metabolism ,arCOG02939,Pterin-4a-carbinolamine dehydratase 
VNG1791C,15790708,4,COG4347,S,S,Function unknown ,arCOG02940,Predicted membrane protein 
VNG1625H,15790582,1,COG0328,L,L,Replication; recombination and repair ,arCOG02941,Ribonuclease HI 
VNG0255C,15789547,1,COG0328,L,L,Replication; recombination and repair ,arCOG02942,Ribonuclease HI 
VNG1465G,15790466,NA,,R,,NA,arCOG02946,Bacteriorhodopsin related protein
VNG2136G,15790970,NA,,R,,NA,arCOG02947,Bacteriorhodopsin related protein
VNG2599H,15791336,2,COG4023,U,U,Intracellular trafficking; secretion; and vesicular transport ,arCOG02957,Preprotein translocase subunit Sec61beta 
VNG0575G,15789786,4,COG2234,R,R,General function prediction only ,arCOG02959,Predicted aminopeptidase 
VNG2002H,15790869,4,COG2234,R,R,General function prediction only ,arCOG02959,Predicted aminopeptidase 
VNG0954C,15790075,NA,,NA,,NA,arCOG02963/3,NA
VNG0955G,15790076,2,COG3351,N,N,Cell motility ,arCOG02964,Putative archaeal flagellar protein D/E 
VNG0954C,15790075,NA,,NA,,NA,arCOG02964/3,NA
VNG0963G,15790082,3,COG1413,S,C,Energy production and conversion ,arCOG02966,HEAT repeats containing protein
VNG2524H,15791281,NA,,S,,NA,arCOG02976,Uncharacterized conserved protein
VNG2525H,15791282,NA,,S,,NA,arCOG02977,Uncharacterized conserved protein
VNG2340H,15791141,NA,,S,,NA,arCOG02978,Uncharacterized conserved protein
VNG2534C,15791290,NA,,S,,NA,arCOG02979,Uncharacterized conserved protein
VNG2539H,15791293,NA,,S,,NA,arCOG02980,Uncharacterized conserved protein
VNG0101G,15789425,1,COG1278,K,K,Transcription ,arCOG02983,"Cold shock protein, CspA family"
VNG1836G,15790740,1,COG1278,K,K,Transcription ,arCOG02984,"Cold shock protein, CspA family"
VNG2625C,15791356,4,COG2339,E,S,Function unknown ,arCOG02985,"Membrane proteinase of CAAX superfamily, regulator of anti-sigma factor"
VNG2316C,15791122,4,COG1268,R,R,General function prediction only ,arCOG02986,Uncharacterized conserved protein 
VNG2273H,15791085,NA,,S,,NA,arCOG02989,Uncharacterized conserved protein
VNG6047H,16120018,NA,,NA,,NA,arCOG02989/1,NA
VNG6479H,16120344,NA,,NA,,NA,arCOG02989/1,NA
VNG0539C,15789758,4,COG4729,S,S,Function unknown ,arCOG02990,Uncharacterized conserved protein 
VNG2170H,15791002,4,COG1917,S,S,Function unknown ,arCOG02994,Cupin domain containing protein
VNG2497H,15791258,4,COG1917,S,S,Function unknown ,arCOG02998,"Uncharacterized conserved protein, contains double-stranded beta-helix domain"
VNG1326H,15790362,4,COG4997,S,S,Function unknown ,arCOG03006,"Uncharacterized conserved protein, contains double-stranded beta-helix domain"
VNG6354G,16120254,4,COG2333,R,R,General function prediction only ,arCOG03009,Metal-dependent hydrolase of the beta-lactamase superfamily II 
VNG2081H,15790925,NA,,S,,NA,arCOG03011,Uncharacterized conserved protein
VNG0765H,15789934,NA,,S,,NA,arCOG03012,Uncharacterized conserved protein
VNG2254C,15791070,1,COG2219,L,L,Replication; recombination and repair ,arCOG03013,"Eukaryotic-type DNA primase, large subunit "
VNG2488C,15791253,NA,COG0702,M,MG,NA,arCOG03015,Predicted nucleoside-diphosphate-sugar epimerase
VNG1932G,15790813,NA,COG0702,M,MG,NA,arCOG03015,Predicted nucleoside-diphosphate-sugar epimerase
VNG0814C,15789968,NA,COG0702,M,MG,NA,arCOG03017,Predicted nucleoside-diphosphate-sugar epimerase
VNG0405C,15789654,NA,COG0451,M,MG,NA,arCOG03019,Nucleoside-diphosphate-sugar epimerase
VNG1566G,15790541,3,COG1429,H,H,Coenzyme transport and metabolism ,arCOG03022,Cobalamin biosynthesis protein CobN or related Mg-chelatase 
VNG2593H,15791330,2,COG0694,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG03026,Thioredoxin-like protein
VNG2337C,15791138,2,COG0694,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG03026,Thioredoxin-like protein
VNG2628H,15791359,2,COG0694,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG03027,Thioredoxin-like protein
VNG2335H,15791137,NA,,NA,,NA,arCOG03029/1,NA
VNG2021C,15790882,4,COG3253,R,S,Function unknown ,arCOG03031,Chlorite dismutase
VNG2468C,15791239,4,COG0457,R,R,General function prediction only ,arCOG03032,TPR repeats containing protein
VNG0743H,15789916,2,COG0589,T,T,Signal transduction mechanisms ,arCOG03050,"Nucleotide-binding protein,  UspA family"
VNG2148H,15790981,NA,,S,,NA,arCOG03052,Uncharacterized conserved protein
VNG1988G,15790857,2,COG0341,U,U,Intracellular trafficking; secretion; and vesicular transport ,arCOG03054,Preprotein translocase subunit SecF 
VNG1987G,15790856,2,COG0342,U,U,Intracellular trafficking; secretion; and vesicular transport ,arCOG03055,Preprotein translocase subunit SecD 
VNG0763G,15789932,3,COG0671,I,I,Lipid transport and metabolism ,arCOG03056,Membrane-associated phospholipid phosphatase 
VNG2091H,15790933,3,COG0671,I,I,Lipid transport and metabolism ,arCOG03058,Membrane-associated phospholipid phosphatase 
VNG1906H,15790795,4,COG3030,R,R,General function prediction only ,arCOG03059,Protein affecting phage T7 exclusion by the F plasmid 
VNG0491G,15789722,2,COG0443,O,O,Posttranslational modification; protein turnover; chaperones ,arCOG03060,Chaperone DnaK (HSP70)
VNG1807H,15790720,NA,,S,,NA,arCOG03063,Uncharacterized conserved protein
VNG1096H,15790189,1,COG0640,K,K,Transcription ,arCOG03065,"Transcriptional regulator containing HTH domain, ArsR family "
VNG0943C,15790068,1,COG0640,K,K,Transcription ,arCOG03067,"Transcriptional regulator containing HTH domain, ArsR family "
VNG2414H,15791197,1,COG0640,K,K,Transcription ,arCOG03067,"Transcriptional regulator containing HTH domain, ArsR family "
VNG1490H,15790487,1,COG0640,K,K,Transcription ,arCOG03067,"Transcriptional regulator containing HTH domain, ArsR family "
VNG1887G,15790779,3,COG0696,G,G,Carbohydrate transport and metabolism ,arCOG03068,Phosphoglyceromutase 
VNG0565C,15789777,3,COG1006,P,P,Inorganic ion transport and metabolism ,arCOG03072,"Multisubunit Na+/H+ antiporter, MnhC subunit "
VNG0643G,15789840,3,COG0713,C,C,Energy production and conversion ,arCOG03073,"NADH dehydrogenase subunit 4L (K,kappa)"
VNG0566C,15789779,3,COG2111,P,P,Inorganic ion transport and metabolism ,arCOG03077,"Multisubunit Na+/H+ antiporter, MnhB subunit "
VNG0564H,15789778,3,COG2111,P,P,Inorganic ion transport and metabolism ,arCOG03079,"Multisubunit Na+/H+ antiporter, MnhB subunit "
VNG0570Hm,16554471,3,COG1320,P,P,Inorganic ion transport and metabolism ,arCOG03082,"Multisubunit Na+/H+ antiporter, MnhG subunit "
VNG0570H,16554471,3,COG1320,P,P,Inorganic ion transport and metabolism ,arCOG03082,"Multisubunit Na+/H+ antiporter, MnhG subunit "
VNG0038H,15789373,2,COG1724,R,N,Cell motility ,arCOG03087,"Predicted RNA binding protein (dsRBD-like fold), HicA family"
VNG6020G,16119994,NA,,Q,,NA,arCOG03090,Gas vesicle synthesis protein GvpL/GvpF.
VNG5020G,10803563,NA,,Q,,NA,arCOG03090,Gas vesicle synthesis protein GvpL/GvpF.
VNG6229G,16120163,NA,,NA,,NA,arCOG03090/2,NA
VNG6237G,16120169,NA,,Q,,NA,arCOG03091,Gas vesicle synthesis protein GvpL/GvpF.
VNG6026G,16120000,NA,,Q,,NA,arCOG03091,Gas vesicle synthesis protein GvpL/GvpF.
VNG5027G,10803569,NA,,Q,,NA,arCOG03091,Gas vesicle synthesis protein GvpL/GvpF.
VNG5030G,10803572,NA,,Q,,NA,arCOG03092,Gas vesicle synthesis protein GvpA
VNG6029G,16120003,NA,,Q,,NA,arCOG03092,Gas vesicle synthesis protein GvpA
VNG6241G,16120172,NA,,Q,,NA,arCOG03092,Gas vesicle synthesis protein GvpA
VNG6022G,16119996,NA,,Q,,NA,arCOG03093,Gas vesicle synthesis protein GvpA
VNG6232G,16120165,NA,,Q,,NA,arCOG03093,Gas vesicle synthesis protein GvpA
VNG5022G,10803565,NA,,Q,,NA,arCOG03093,Gas vesicle synthesis protein GvpA
VNG6019G,16119993,NA,,Q,,NA,arCOG03094,Gas vesicle synthesis protein GvpA
VNG5019G,10803562,NA,,Q,,NA,arCOG03094,Gas vesicle synthesis protein GvpA
VNG0267H,15789556,NA,COG0451,M,MG,NA,arCOG03095,Nucleoside-diphosphate-sugar epimerase
VNG0360C,15789621,NA,,S,,NA,arCOG03097,Uncharacterized conserved protein
